cancer_type_abbr,r_id,gene,tool
ACC,250005857,APC,activedriver
ACC,250005857,USF3,activedriver
ACC,250005857,TMCC1,activedriver
ACC,250005857,CXXC1,activedriver
ACC,250005857,CPS1,activedriver
ACC,250005857,KIAA1671,activedriver
ACC,250005857,ADNP,activedriver
ACC,250005857,COBL,activedriver
ACC,250005857,C9,activedriver
ACC,250005857,CTNNB1,activedriver
ACC,250005857,FOXO1,activedriver
ACC,250005857,HLTF,activedriver
ACC,250005857,FADD,activedriver
ACC,250005857,TRIP13,activedriver
ACC,250005857,TRPC6,activedriver
ACC,250005857,SMC4,activedriver
ACC,250005857,MAP1B,activedriver
ACC,250005857,RANBP2,activedriver
ACC,250005857,ASCC3,activedriver
ACC,250005857,GCN1,activedriver
ACC,250005857,MDC1,activedriver
ACC,250005857,CEP170,activedriver
ACC,250005857,ANKS1A,activedriver
ACC,250005857,MYH4,activedriver
ACC,250005857,MYH2,activedriver
ACC,250005857,CHD7,activedriver
ACC,250005857,SMPD4,activedriver
ACC,250005857,TAOK1,activedriver
ACC,250005857,ARHGAP21,activedriver
ACC,250005857,ANK3,activedriver
ACC,250005857,SCAF1,activedriver
ACC,250005857,PLA2G4A,activedriver
ACC,250005857,JMJD1C,activedriver
ACC,250005857,MYO1G,activedriver
ACC,250005857,TNKS1BP1,activedriver
ACC,250005857,FHAD1,activedriver
ACC,250005857,XIRP2,activedriver
ACC,250005857,FRMD7,activedriver
BLCA,250005815,APC,activedriver
BLCA,250005815,AR,activedriver
BLCA,250005815,ATM,activedriver
BLCA,250005815,MSH6,activedriver
BLCA,250005815,HADHB,activedriver
BLCA,250005815,ITGB3,activedriver
BLCA,250005815,PTEN,activedriver
BLCA,250005815,RB1,activedriver
BLCA,250005815,SCN5A,activedriver
BLCA,250005815,KEL,activedriver
BLCA,250005815,NOTCH3,activedriver
BLCA,250005815,RFX5,activedriver
BLCA,250005815,ATRX,activedriver
BLCA,250005815,TP53,activedriver
BLCA,250005815,TSC2,activedriver
BLCA,250005815,CHRNA5,activedriver
BLCA,250005815,CYP2E1,activedriver
BLCA,250005815,KCNJ2,activedriver
BLCA,250005815,LTA4H,activedriver
BLCA,250005815,ABCB1,activedriver
BLCA,250005815,POLR2B,activedriver
BLCA,250005815,RPL4,activedriver
BLCA,250005815,BRPF1,activedriver
BLCA,250005815,BICD2,activedriver
BLCA,250005815,DNM2,activedriver
BLCA,250005815,WASHC2A,activedriver
BLCA,250005815,RPS6KA1,activedriver
BLCA,250005815,PPP2CB,activedriver
BLCA,250005815,HRNR,activedriver
BLCA,250005815,FAM83B,activedriver
BLCA,250005815,BIRC5,activedriver
BLCA,250005815,SLC3A2,activedriver
BLCA,250005815,ZNF638,activedriver
BLCA,250005815,KIAA2026,activedriver
BLCA,250005815,ZNF749,activedriver
BLCA,250005815,NR3C1,activedriver
BLCA,250005815,ABCF1,activedriver
BLCA,250005815,MBP,activedriver
BLCA,250005815,ARHGAP24,activedriver
BLCA,250005815,LLGL2,activedriver
BLCA,250005815,RHOT1,activedriver
BLCA,250005815,RPGR,activedriver
BLCA,250005815,RYR2,activedriver
BLCA,250005815,CDKL5,activedriver
BLCA,250005815,MARVELD2,activedriver
BLCA,250005815,TRO,activedriver
BLCA,250005815,STRN4,activedriver
BLCA,250005815,ABCE1,activedriver
BLCA,250005815,SLC16A3,activedriver
BLCA,250005815,GEMIN8,activedriver
BLCA,250005815,COASY,activedriver
BLCA,250005815,FEZ2,activedriver
BLCA,250005815,SMC2,activedriver
BLCA,250005815,FGR,activedriver
BLCA,250005815,STAG2,activedriver
BLCA,250005815,CSNK1G3,activedriver
BLCA,250005815,TOP2A,activedriver
BLCA,250005815,ZFYVE19,activedriver
BLCA,250005815,KTN1,activedriver
BLCA,250005815,ZNF433,activedriver
BLCA,250005815,THOC2,activedriver
BLCA,250005815,WDR62,activedriver
BLCA,250005815,DDX17,activedriver
BLCA,250005815,RNF169,activedriver
BLCA,250005815,IKBKG,activedriver
BLCA,250005815,ACTA1,activedriver
BLCA,250005815,ACTB,activedriver
BLCA,250005815,PDE4D,activedriver
BLCA,250005815,MYBBP1A,activedriver
BLCA,250005815,THEMIS2,activedriver
BLCA,250005815,FLNA,activedriver
BLCA,250005815,ADAR,activedriver
BLCA,250005815,PDE4A,activedriver
BLCA,250005815,FANCI,activedriver
BLCA,250005815,LIMA1,activedriver
BLCA,250005815,THUMPD3,activedriver
BLCA,250005815,MAPT,activedriver
BLCA,250005815,PSIP1,activedriver
BLCA,250005815,PAK1,activedriver
BLCA,250005815,SSFA2,activedriver
BLCA,250005815,VRK2,activedriver
BLCA,250005815,DNMT1,activedriver
BLCA,250005815,PHLDB2,activedriver
BLCA,250005815,PIP5K1A,activedriver
BLCA,250005815,EPHX1,activedriver
BLCA,250005815,ZNF692,activedriver
BLCA,250005815,TP53BP1,activedriver
BLCA,250005815,DKC1,activedriver
BLCA,250005815,TPM4,activedriver
BLCA,250005815,DSN1,activedriver
BLCA,250005815,MYH14,activedriver
BLCA,250005815,AMDHD2,activedriver
BLCA,250005815,ANK2,activedriver
BLCA,250005815,ZNF260,activedriver
BLCA,250005815,PFKM,activedriver
BLCA,250005815,AFF1,activedriver
BLCA,250005815,CUL7,activedriver
BLCA,250005815,TJP2,activedriver
BLCA,250005815,BCAR1,activedriver
BLCA,250005815,CYB5R3,activedriver
BLCA,250005815,GOLGA4,activedriver
BLCA,250005815,CARMIL1,activedriver
BLCA,250005815,RABL6,activedriver
BLCA,250005815,DAG1,activedriver
BLCA,250005815,RNF138,activedriver
BLCA,250005815,CORO1A,activedriver
BLCA,250005815,EIF4G1,activedriver
BLCA,250005815,CEP152,activedriver
BLCA,250005815,ZNF778,activedriver
BLCA,250005815,CUX1,activedriver
BLCA,250005815,GABRA4,activedriver
BLCA,250005815,CAMK2B,activedriver
BLCA,250005815,SERPINH1,activedriver
BLCA,250005815,ATAD2B,activedriver
BLCA,250005815,GAREM1,activedriver
BLCA,250005815,HIF1A,activedriver
BLCA,250005815,RANBP6,activedriver
BLCA,250005815,DENND5A,activedriver
BLCA,250005815,SEZ6L2,activedriver
BLCA,250005815,TRRAP,activedriver
BLCA,250005815,NAV2,activedriver
BLCA,250005815,ARAF,activedriver
BLCA,250005815,KRT8,activedriver
BLCA,250005815,ECT2,activedriver
BLCA,250005815,CDK9,activedriver
BLCA,250005815,LPIN1,activedriver
BLCA,250005815,RTN3,activedriver
BLCA,250005815,TTN,activedriver
BLCA,250005815,NEB,activedriver
BLCA,250005815,CEP164,activedriver
BLCA,250005815,HSP90AB1,activedriver
BLCA,250005815,NFXL1,activedriver
BLCA,250005815,AP1G2,activedriver
BLCA,250005815,PEX1,activedriver
BLCA,250005815,GON4L,activedriver
BLCA,250005815,UBR5,activedriver
BLCA,250005815,SEPT2,activedriver
BLCA,250005815,TRIP12,activedriver
BLCA,250005815,SIPA1L1,activedriver
BLCA,250005815,KIF20B,activedriver
BLCA,250005815,RICTOR,activedriver
BLCA,250005815,NAE1,activedriver
BLCA,250005815,HSPH1,activedriver
BLCA,250005815,PHRF1,activedriver
BLCA,250005815,UBL7,activedriver
BLCA,250005815,CDC25C,activedriver
BLCA,250005815,TBCE,activedriver
BLCA,250005815,CTNND2,activedriver
BLCA,250005815,TTC7A,activedriver
BLCA,250005815,TRIP10,activedriver
BLCA,250005815,ESR1,activedriver
BLCA,250005815,PAPOLA,activedriver
BLCA,250005815,PDE4B,activedriver
BLCA,250005815,GNB3,activedriver
BLCA,250005815,DDX46,activedriver
BLCA,250005815,CADM1,activedriver
BLCA,250005815,SRRM1,activedriver
BLCA,250005815,RPL10,activedriver
BLCA,250005815,BRD1,activedriver
BLCA,250005815,CIC,activedriver
BLCA,250005815,DGKA,activedriver
BLCA,250005815,DHX15,activedriver
BLCA,250005815,DYNC1H1,activedriver
BLCA,250005815,EP300,activedriver
BLCA,250005815,FLNC,activedriver
BLCA,250005815,GDI2,activedriver
BLCA,250005815,EIF3E,activedriver
BLCA,250005815,PARP1,activedriver
BLCA,250005815,AHNAK,activedriver
BLCA,250005815,AHR,activedriver
BLCA,250005815,AKR1B1,activedriver
BLCA,250005815,ATP2B1,activedriver
BLCA,250005815,ATP5B,activedriver
BLCA,250005815,CAMLG,activedriver
BLCA,250005815,CANX,activedriver
BLCA,250005815,CCND2,activedriver
BLCA,250005815,CNN3,activedriver
BLCA,250005815,CTNNB1,activedriver
BLCA,250005815,DSG1,activedriver
BLCA,250005815,EIF5,activedriver
BLCA,250005815,FRK,activedriver
BLCA,250005815,GTF2F1,activedriver
BLCA,250005815,HIVEP1,activedriver
BLCA,250005815,HSPA4,activedriver
BLCA,250005815,IDH2,activedriver
BLCA,250005815,IVD,activedriver
BLCA,250005815,LIFR,activedriver
BLCA,250005815,MKI67,activedriver
BLCA,250005815,MNAT1,activedriver
BLCA,250005815,MSN,activedriver
BLCA,250005815,MYH8,activedriver
BLCA,250005815,MYH9,activedriver
BLCA,250005815,NASP,activedriver
BLCA,250005815,PER1,activedriver
BLCA,250005815,PFKP,activedriver
BLCA,250005815,SERPINB5,activedriver
BLCA,250005815,PIK3C2A,activedriver
BLCA,250005815,PLCG1,activedriver
BLCA,250005815,PLRG1,activedriver
BLCA,250005815,POU2F1,activedriver
BLCA,250005815,PRKCI,activedriver
BLCA,250005815,MAPK6,activedriver
BLCA,250005815,PSMB4,activedriver
BLCA,250005815,PSMD1,activedriver
BLCA,250005815,PTPN11,activedriver
BLCA,250005815,PYGL,activedriver
BLCA,250005815,REL,activedriver
BLCA,250005815,ATXN2,activedriver
BLCA,250005815,SMARCA2,activedriver
BLCA,250005815,SNRNP70,activedriver
BLCA,250005815,SORL1,activedriver
BLCA,250005815,SUPT6H,activedriver
BLCA,250005815,SYP,activedriver
BLCA,250005815,NFE2L1,activedriver
BLCA,250005815,TFAP2B,activedriver
BLCA,250005815,THOP1,activedriver
BLCA,250005815,TOP1,activedriver
BLCA,250005815,TPR,activedriver
BLCA,250005815,USP1,activedriver
BLCA,250005815,YWHAZ,activedriver
BLCA,250005815,BSN,activedriver
BLCA,250005815,DEK,activedriver
BLCA,250005815,NRIP1,activedriver
BLCA,250005815,HIST2H2AC,activedriver
BLCA,250005815,PPFIA1,activedriver
BLCA,250005815,RUVBL1,activedriver
BLCA,250005815,CDK13,activedriver
BLCA,250005815,ADAM23,activedriver
BLCA,250005815,IQGAP1,activedriver
BLCA,250005815,SYNJ1,activedriver
BLCA,250005815,SYNJ2,activedriver
BLCA,250005815,PRPF4B,activedriver
BLCA,250005815,CPNE1,activedriver
BLCA,250005815,HERC1,activedriver
BLCA,250005815,FUBP3,activedriver
BLCA,250005815,RPS6KA4,activedriver
BLCA,250005815,GTF2F2,activedriver
BLCA,250005815,HSPA9,activedriver
BLCA,250005815,RAB1A,activedriver
BLCA,250005815,AIFM1,activedriver
BLCA,250005815,TRIP13,activedriver
BLCA,250005815,MED17,activedriver
BLCA,250005815,RIN1,activedriver
BLCA,250005815,ALK,activedriver
BLCA,250005815,CAD,activedriver
BLCA,250005815,CREBBP,activedriver
BLCA,250005815,CSK,activedriver
BLCA,250005815,DSP,activedriver
BLCA,250005815,DVL2,activedriver
BLCA,250005815,EPS8,activedriver
BLCA,250005815,BPTF,activedriver
BLCA,250005815,FGD1,activedriver
BLCA,250005815,FOXK2,activedriver
BLCA,250005815,NAP1L1,activedriver
BLCA,250005815,TRA2B,activedriver
BLCA,250005815,NPHS1,activedriver
BLCA,250005815,PNPLA4,activedriver
BLCA,250005815,DDX3Y,activedriver
BLCA,250005815,PRPF4,activedriver
BLCA,250005815,SCAF11,activedriver
BLCA,250005815,DLGAP1,activedriver
BLCA,250005815,MED1,activedriver
BLCA,250005815,SH3BP5,activedriver
BLCA,250005815,FXR2,activedriver
BLCA,250005815,CLOCK,activedriver
BLCA,250005815,PITPNM1,activedriver
BLCA,250005815,JARID2,activedriver
BLCA,250005815,ABCC1,activedriver
BLCA,250005815,MYBPH,activedriver
BLCA,250005815,PLS3,activedriver
BLCA,250005815,RBBP5,activedriver
BLCA,250005815,ZMYM4,activedriver
BLCA,250005815,DOPEY2,activedriver
BLCA,250005815,CBL,activedriver
BLCA,250005815,ERBB4,activedriver
BLCA,250005815,FER,activedriver
BLCA,250005815,GAK,activedriver
BLCA,250005815,H1F0,activedriver
BLCA,250005815,HSPA1A,activedriver
BLCA,250005815,ROCK1,activedriver
BLCA,250005815,VAV1,activedriver
BLCA,250005815,GTF2E1,activedriver
BLCA,250005815,IRS1,activedriver
BLCA,250005815,LYL1,activedriver
BLCA,250005815,PYGM,activedriver
BLCA,250005815,TCF20,activedriver
BLCA,250005815,CHST4,activedriver
BLCA,250005815,FLOT1,activedriver
BLCA,250005815,SF3A1,activedriver
BLCA,250005815,KATNB1,activedriver
BLCA,250005815,IDH1,activedriver
BLCA,250005815,MAP1B,activedriver
BLCA,250005815,MAT2A,activedriver
BLCA,250005815,MCM6,activedriver
BLCA,250005815,MFAP1,activedriver
BLCA,250005815,HNRNPM,activedriver
BLCA,250005815,PRCC,activedriver
BLCA,250005815,TUBA4A,activedriver
BLCA,250005815,ARID1A,activedriver
BLCA,250005815,EXO1,activedriver
BLCA,250005815,PCNT,activedriver
BLCA,250005815,TUBB4A,activedriver
BLCA,250005815,CAPZA2,activedriver
BLCA,250005815,DNAJB1,activedriver
BLCA,250005815,NFE2,activedriver
BLCA,250005815,NFE2L2,activedriver
BLCA,250005815,NUMA1,activedriver
BLCA,250005815,PA2G4,activedriver
BLCA,250005815,RANBP2,activedriver
BLCA,250005815,ITSN2,activedriver
BLCA,250005815,TLN1,activedriver
BLCA,250005815,SMC1A,activedriver
BLCA,250005815,RBM14,activedriver
BLCA,250005815,TACC3,activedriver
BLCA,250005815,NXF1,activedriver
BLCA,250005815,NEDD9,activedriver
BLCA,250005815,ARFGEF2,activedriver
BLCA,250005815,ARFGEF1,activedriver
BLCA,250005815,CCT7,activedriver
BLCA,250005815,CCT2,activedriver
BLCA,250005815,PRPF8,activedriver
BLCA,250005815,ERF,activedriver
BLCA,250005815,SLC2A1,activedriver
BLCA,250005815,CGRRF1,activedriver
BLCA,250005815,GNA13,activedriver
BLCA,250005815,CCT6B,activedriver
BLCA,250005815,MAP3K2,activedriver
BLCA,250005815,NES,activedriver
BLCA,250005815,IQGAP2,activedriver
BLCA,250005815,UTP14A,activedriver
BLCA,250005815,SRCAP,activedriver
BLCA,250005815,PPP1R13L,activedriver
BLCA,250005815,DBF4,activedriver
BLCA,250005815,AKAP13,activedriver
BLCA,250005815,SF3A3,activedriver
BLCA,250005815,KIF2C,activedriver
BLCA,250005815,ZFP36L2,activedriver
BLCA,250005815,PRKDC,activedriver
BLCA,250005815,RBBP6,activedriver
BLCA,250005815,SRP72,activedriver
BLCA,250005815,ADRM1,activedriver
BLCA,250005815,POLR3A,activedriver
BLCA,250005815,WDHD1,activedriver
BLCA,250005815,CLTCL1,activedriver
BLCA,250005815,VCP,activedriver
BLCA,250005815,ZIC2,activedriver
BLCA,250005815,NUP50,activedriver
BLCA,250005815,IRAK3,activedriver
BLCA,250005815,DDX20,activedriver
BLCA,250005815,OIP5,activedriver
BLCA,250005815,ABL1,activedriver
BLCA,250005815,STAT1,activedriver
BLCA,250005815,NONO,activedriver
BLCA,250005815,LGALS9,activedriver
BLCA,250005815,TRIM29,activedriver
BLCA,250005815,CD2AP,activedriver
BLCA,250005815,FBXL2,activedriver
BLCA,250005815,GTF3C4,activedriver
BLCA,250005815,ILF3,activedriver
BLCA,250005815,RHBDD3,activedriver
BLCA,250005815,CABIN1,activedriver
BLCA,250005815,MYO1F,activedriver
BLCA,250005815,SF3B3,activedriver
BLCA,250005815,STAT5B,activedriver
BLCA,250005815,TXN2,activedriver
BLCA,250005815,EEF2K,activedriver
BLCA,250005815,ATG4B,activedriver
BLCA,250005815,LIG3,activedriver
BLCA,250005815,EWSR1,activedriver
BLCA,250005815,VCL,activedriver
BLCA,250005815,SNRNP200,activedriver
BLCA,250005815,CLDN15,activedriver
BLCA,250005815,HSPB8,activedriver
BLCA,250005815,PELP1,activedriver
BLCA,250005815,CNOT2,activedriver
BLCA,250005815,MDN1,activedriver
BLCA,250005815,MDC1,activedriver
BLCA,250005815,USP34,activedriver
BLCA,250005815,SLK,activedriver
BLCA,250005815,DLGAP5,activedriver
BLCA,250005815,MELK,activedriver
BLCA,250005815,KIF14,activedriver
BLCA,250005815,EPN2,activedriver
BLCA,250005815,WDFY3,activedriver
BLCA,250005815,FRYL,activedriver
BLCA,250005815,FNBP1,activedriver
BLCA,250005815,PIKFYVE,activedriver
BLCA,250005815,WAPL,activedriver
BLCA,250005815,SETX,activedriver
BLCA,250005815,ZNF423,activedriver
BLCA,250005815,CDK12,activedriver
BLCA,250005815,SMG1,activedriver
BLCA,250005815,MAST2,activedriver
BLCA,250005815,ZC3H4,activedriver
BLCA,250005815,TBC1D1,activedriver
BLCA,250005815,EHBP1,activedriver
BLCA,250005815,KIF13B,activedriver
BLCA,250005815,MED13L,activedriver
BLCA,250005815,SUZ12,activedriver
BLCA,250005815,VPS13D,activedriver
BLCA,250005815,ZNF10,activedriver
BLCA,250005815,EP400,activedriver
BLCA,250005815,ZDHHC5,activedriver
BLCA,250005815,MTMR9,activedriver
BLCA,250005815,ZZZ3,activedriver
BLCA,250005815,OSBPL3,activedriver
BLCA,250005815,SUSD5,activedriver
BLCA,250005815,IRF2BP1,activedriver
BLCA,250005815,KIF26A,activedriver
BLCA,250005815,RSL1D1,activedriver
BLCA,250005815,SENP3,activedriver
BLCA,250005815,ERLEC1,activedriver
BLCA,250005815,MINK1,activedriver
BLCA,250005815,EIF5B,activedriver
BLCA,250005815,TRIM33,activedriver
BLCA,250005815,RRP15,activedriver
BLCA,250005815,ZFR,activedriver
BLCA,250005815,RLIM,activedriver
BLCA,250005815,TRIP4,activedriver
BLCA,250005815,ACSL5,activedriver
BLCA,250005815,TUBE1,activedriver
BLCA,250005815,TAOK3,activedriver
BLCA,250005815,BIN2,activedriver
BLCA,250005815,CENPF,activedriver
BLCA,250005815,CWC15,activedriver
BLCA,250005815,RSF1,activedriver
BLCA,250005815,PAXBP1,activedriver
BLCA,250005815,RALY,activedriver
BLCA,250005815,MDM1,activedriver
BLCA,250005815,MYH4,activedriver
BLCA,250005815,ZCCHC8,activedriver
BLCA,250005815,NOTCH1,activedriver
BLCA,250005815,TEX10,activedriver
BLCA,250005815,SPDL1,activedriver
BLCA,250005815,VPS13B,activedriver
BLCA,250005815,NOL8,activedriver
BLCA,250005815,SMPD4,activedriver
BLCA,250005815,IPO9,activedriver
BLCA,250005815,ASPM,activedriver
BLCA,250005815,CEP72,activedriver
BLCA,250005815,CCAR1,activedriver
BLCA,250005815,USE1,activedriver
BLCA,250005815,ANLN,activedriver
BLCA,250005815,BRWD1,activedriver
BLCA,250005815,XRN1,activedriver
BLCA,250005815,HEATR5B,activedriver
BLCA,250005815,WDR44,activedriver
BLCA,250005815,EIF4ENIF1,activedriver
BLCA,250005815,TM9SF3,activedriver
BLCA,250005815,ATXN7L3,activedriver
BLCA,250005815,CCNL1,activedriver
BLCA,250005815,NAV1,activedriver
BLCA,250005815,GATAD2B,activedriver
BLCA,250005815,PRR12,activedriver
BLCA,250005815,KIAA1211,activedriver
BLCA,250005815,ZNF608,activedriver
BLCA,250005815,INTS2,activedriver
BLCA,250005815,UBR4,activedriver
BLCA,250005815,KLHL8,activedriver
BLCA,250005815,PREX1,activedriver
BLCA,250005815,VPS13C,activedriver
BLCA,250005815,ARHGAP21,activedriver
BLCA,250005815,SLAIN2,activedriver
BLCA,250005815,ZNF492,activedriver
BLCA,250005815,LRCH2,activedriver
BLCA,250005815,HCN3,activedriver
BLCA,250005815,DENND1A,activedriver
BLCA,250005815,ANK3,activedriver
BLCA,250005815,HIST1H2AJ,activedriver
BLCA,250005815,NEFH,activedriver
BLCA,250005815,NMT1,activedriver
BLCA,250005815,XRCC5,activedriver
BLCA,250005815,SVIL,activedriver
BLCA,250005815,EXOC4,activedriver
BLCA,250005815,DTNB,activedriver
BLCA,250005815,GABRB2,activedriver
BLCA,250005815,AXL,activedriver
BLCA,250005815,ZNF148,activedriver
BLCA,250005815,RELA,activedriver
BLCA,250005815,KIF13A,activedriver
BLCA,250005815,ZNF106,activedriver
BLCA,250005815,TNS1,activedriver
BLCA,250005815,OSBPL11,activedriver
BLCA,250005815,RMND5A,activedriver
BLCA,250005815,TUT1,activedriver
BLCA,250005815,RASAL3,activedriver
BLCA,250005815,FGFR2,activedriver
BLCA,250005815,FASTKD3,activedriver
BLCA,250005815,RBM42,activedriver
BLCA,250005815,NOTCH2,activedriver
BLCA,250005815,ZYG11B,activedriver
BLCA,250005815,MORC4,activedriver
BLCA,250005815,AAGAB,activedriver
BLCA,250005815,EHMT1,activedriver
BLCA,250005815,DOCK5,activedriver
BLCA,250005815,UBXN6,activedriver
BLCA,250005815,NDFIP1,activedriver
BLCA,250005815,RAI1,activedriver
BLCA,250005815,AKNA,activedriver
BLCA,250005815,CLPTM1L,activedriver
BLCA,250005815,PITPNM3,activedriver
BLCA,250005815,WDR75,activedriver
BLCA,250005815,ACAD11,activedriver
BLCA,250005815,ATP11A,activedriver
BLCA,250005815,MINDY4,activedriver
BLCA,250005815,PCNX3,activedriver
BLCA,250005815,FYTTD1,activedriver
BLCA,250005815,CARD11,activedriver
BLCA,250005815,SPANXD,activedriver
BLCA,250005815,NEURL4,activedriver
BLCA,250005815,SPIRE2,activedriver
BLCA,250005815,TUBB6,activedriver
BLCA,250005815,USP38,activedriver
BLCA,250005815,MYPN,activedriver
BLCA,250005815,CARD6,activedriver
BLCA,250005815,PNISR,activedriver
BLCA,250005815,ZNF3,activedriver
BLCA,250005815,POLR2C,activedriver
BLCA,250005815,GTF2I,activedriver
BLCA,250005815,MFSD14A,activedriver
BLCA,250005815,DIDO1,activedriver
BLCA,250005815,N4BP2L2,activedriver
BLCA,250005815,NEK9,activedriver
BLCA,250005815,PURB,activedriver
BLCA,250005815,BIRC8,activedriver
BLCA,250005815,MICALL1,activedriver
BLCA,250005815,TNKS1BP1,activedriver
BLCA,250005815,CTTNBP2,activedriver
BLCA,250005815,DAP3,activedriver
BLCA,250005815,CCND1,activedriver
BLCA,250005815,PPP4R4,activedriver
BLCA,250005815,MYO18A,activedriver
BLCA,250005815,GNAS,activedriver
BLCA,250005815,ZNF431,activedriver
BLCA,250005815,CEP95,activedriver
BLCA,250005815,MDP1,activedriver
BLCA,250005815,DPP9,activedriver
BLCA,250005815,LRGUK,activedriver
BLCA,250005815,ZNF564,activedriver
BLCA,250005815,ZBTB47,activedriver
BLCA,250005815,SYNM,activedriver
BLCA,250005815,SGMS1,activedriver
BLCA,250005815,TRMT61A,activedriver
BLCA,250005815,CEP128,activedriver
BLCA,250005815,CDCA2,activedriver
BLCA,250005815,PATL1,activedriver
BLCA,250005815,NAGS,activedriver
BLCA,250005815,SIPA1,activedriver
BLCA,250005815,NUP155,activedriver
BLCA,250005815,RASAL2,activedriver
BLCA,250005815,ATP2A1,activedriver
BLCA,250005815,UBN2,activedriver
BLCA,250005815,RCOR2,activedriver
BLCA,250005815,DNAH17,activedriver
BLCA,250005815,UBR1,activedriver
BLCA,250005815,EXOC8,activedriver
BLCA,250005815,DGKH,activedriver
BLCA,250005815,SLC35B2,activedriver
BLCA,250005815,FERMT3,activedriver
BLCA,250005815,MB21D2,activedriver
BLCA,250005815,STXBP4,activedriver
BLCA,250005815,MTDH,activedriver
BLCA,250005815,IGSF10,activedriver
BLCA,250005815,SLCO4C1,activedriver
BLCA,250005815,PPP2R1B,activedriver
BLCA,250005815,QSOX2,activedriver
BLCA,250005815,BCL9L,activedriver
BLCA,250005815,RGPD4,activedriver
BLCA,250005815,SYNE2,activedriver
BLCA,250005815,SYNE1,activedriver
BLCA,250005815,RPP38,activedriver
BLCA,250005815,NHS,activedriver
BLCA,250005815,FAM83H,activedriver
BLCA,250005815,CA13,activedriver
BLCA,250005815,ACACA,activedriver
BLCA,250005815,TBC1D9B,activedriver
BLCA,250005815,BMP2K,activedriver
BLCA,250005815,PLEC,activedriver
BLCA,250005815,FOXO3,activedriver
BLCA,250005815,PRKAA1,activedriver
BLCA,250005815,ZNF580,activedriver
BLCA,250005815,TUBA3E,activedriver
BRCA,250005816,APC,activedriver
BRCA,250005816,ATM,activedriver
BRCA,250005816,CDK4,activedriver
BRCA,250005816,DLD,activedriver
BRCA,250005816,DPYD,activedriver
BRCA,250005816,HADHA,activedriver
BRCA,250005816,INSR,activedriver
BRCA,250005816,SGCB,activedriver
BRCA,250005816,NPC1,activedriver
BRCA,250005816,PGK1,activedriver
BRCA,250005816,PKP1,activedriver
BRCA,250005816,PTEN,activedriver
BRCA,250005816,RB1,activedriver
BRCA,250005816,SCN5A,activedriver
BRCA,250005816,ATRX,activedriver
BRCA,250005816,PMS2,activedriver
BRCA,250005816,TP53,activedriver
BRCA,250005816,TSC2,activedriver
BRCA,250005816,VWF,activedriver
BRCA,250005816,TAP1,activedriver
BRCA,250005816,ATP1A1,activedriver
BRCA,250005816,ATP4A,activedriver
BRCA,250005816,CYP51A1,activedriver
BRCA,250005816,HMGCR,activedriver
BRCA,250005816,PPIB,activedriver
BRCA,250005816,PPP3CA,activedriver
BRCA,250005816,RPL12,activedriver
BRCA,250005816,RREB1,activedriver
BRCA,250005816,OR1J1,activedriver
BRCA,250005816,SREBF1,activedriver
BRCA,250005816,MAPKAP1,activedriver
BRCA,250005816,EML1,activedriver
BRCA,250005816,HRNR,activedriver
BRCA,250005816,TNK2,activedriver
BRCA,250005816,SLC9A4,activedriver
BRCA,250005816,EIF2AK4,activedriver
BRCA,250005816,AKT1,activedriver
BRCA,250005816,ESCO2,activedriver
BRCA,250005816,RCCD1,activedriver
BRCA,250005816,ZHX1,activedriver
BRCA,250005816,ACTBL2,activedriver
BRCA,250005816,CD34,activedriver
BRCA,250005816,LIMK2,activedriver
BRCA,250005816,SPECC1,activedriver
BRCA,250005816,EIF3B,activedriver
BRCA,250005816,SDCCAG3,activedriver
BRCA,250005816,TNFRSF1B,activedriver
BRCA,250005816,TOP2A,activedriver
BRCA,250005816,QSER1,activedriver
BRCA,250005816,NFKB2,activedriver
BRCA,250005816,UBN1,activedriver
BRCA,250005816,INTS1,activedriver
BRCA,250005816,GAB3,activedriver
BRCA,250005816,EHBP1L1,activedriver
BRCA,250005816,PDS5A,activedriver
BRCA,250005816,ACTN2,activedriver
BRCA,250005816,FLNA,activedriver
BRCA,250005816,SUPT5H,activedriver
BRCA,250005816,DEPDC1,activedriver
BRCA,250005816,CPS1,activedriver
BRCA,250005816,DBNL,activedriver
BRCA,250005816,BCKDK,activedriver
BRCA,250005816,PPIAL4G,activedriver
BRCA,250005816,CLK3,activedriver
BRCA,250005816,SSFA2,activedriver
BRCA,250005816,PLCH1,activedriver
BRCA,250005816,NEMP1,activedriver
BRCA,250005816,RBM20,activedriver
BRCA,250005816,PHLDB2,activedriver
BRCA,250005816,TMEM2,activedriver
BRCA,250005816,DKC1,activedriver
BRCA,250005816,ARHGAP32,activedriver
BRCA,250005816,COG2,activedriver
BRCA,250005816,DSN1,activedriver
BRCA,250005816,TNIK,activedriver
BRCA,250005816,FLNB,activedriver
BRCA,250005816,STAU2,activedriver
BRCA,250005816,L1TD1,activedriver
BRCA,250005816,BIRC2,activedriver
BRCA,250005816,MPP1,activedriver
BRCA,250005816,AANAT,activedriver
BRCA,250005816,AFF1,activedriver
BRCA,250005816,ABL2,activedriver
BRCA,250005816,VANGL1,activedriver
BRCA,250005816,PGM1,activedriver
BRCA,250005816,CASR,activedriver
BRCA,250005816,CTTN,activedriver
BRCA,250005816,EIF4G1,activedriver
BRCA,250005816,SRSF2,activedriver
BRCA,250005816,TFG,activedriver
