cancer_type_abbr,r_id,gene,tool
UCEC,250005834,CHD9,netbox
UCEC,250005834,CIT,netbox
UCEC,250005834,CMYA5,netbox
UCEC,250005834,CNOT1,netbox
UCEC,250005834,CNTNAP2,netbox
UCEC,250005834,COL11A1,netbox
UCEC,250005834,COL4A4,netbox
UCEC,250005834,COL4A6,netbox
UCEC,250005834,COL5A1,netbox
UCEC,250005834,COL6A3,netbox
UCEC,250005834,COL7A1,netbox
UCEC,250005834,CREBBP,netbox
UCEC,250005834,CTCF,netbox
UCEC,250005834,CTNNB1,netbox
UCEC,250005834,CUBN,netbox
UCEC,250005834,DCC,netbox
UCEC,250005834,DICER1,netbox
UCEC,250005834,DMBT1,netbox
UCEC,250005834,DMD,netbox
UCEC,250005834,DMXL2,netbox
UCEC,250005834,DOCK1,netbox
UCEC,250005834,DOCK10,netbox
UCEC,250005834,DOCK2,netbox
UCEC,250005834,DOCK3,netbox
UCEC,250005834,DOCK7,netbox
UCEC,250005834,DSCAM,netbox
UCEC,250005834,DSCAML1,netbox
UCEC,250005834,DSP,netbox
UCEC,250005834,DST,netbox
UCEC,250005834,DYNC1H1,netbox
UCEC,250005834,DYNC2H1,netbox
UCEC,250005834,EP300,netbox
UCEC,250005834,EP400,netbox
UCEC,250005834,EPHA5,netbox
UCEC,250005834,EPHB1,netbox
UCEC,250005834,ERCC6,netbox
UCEC,250005834,F5,netbox
UCEC,250005834,F8,netbox
UCEC,250005834,FANCM,netbox
UCEC,250005834,FAT4,netbox
UCEC,250005834,FBN1,netbox
UCEC,250005834,FBN2,netbox
UCEC,250005834,FBXW7,netbox
UCEC,250005834,FGFR2,netbox
UCEC,250005834,FLG,netbox
UCEC,250005834,FLNA,netbox
UCEC,250005834,FLNB,netbox
UCEC,250005834,FLNC,netbox
UCEC,250005834,FN1,netbox
UCEC,250005834,FRYL,netbox
UCEC,250005834,GLI3,netbox
UCEC,250005834,GOLGB1,netbox
UCEC,250005834,GRIN2A,netbox
UCEC,250005834,GTF3C1,netbox
UCEC,250005834,HCFC1,netbox
UCEC,250005834,HDAC6,netbox
UCEC,250005834,HEATR1,netbox
UCEC,250005834,HECW1,netbox
UCEC,250005834,HECW2,netbox
UCEC,250005834,HERC1,netbox
UCEC,250005834,HERC2,netbox
UCEC,250005834,HIVEP1,netbox
UCEC,250005834,HIVEP2,netbox
UCEC,250005834,HSPG2,netbox
UCEC,250005834,HTT,netbox
UCEC,250005834,HUWE1,netbox
UCEC,250005834,IGF2R,netbox
UCEC,250005834,IGSF1,netbox
UCEC,250005834,INPPL1,netbox
UCEC,250005834,IRS4,netbox
UCEC,250005834,ITPR1,netbox
UCEC,250005834,ITPR2,netbox
UCEC,250005834,JAK1,netbox
UCEC,250005834,JARID2,netbox
UCEC,250005834,JMJD1C,netbox
UCEC,250005834,KALRN,netbox
UCEC,250005834,KIAA1217,netbox
UCEC,250005834,KIDINS220,netbox
UCEC,250005834,KNTC1,netbox
UCEC,250005834,KRAS,netbox
UCEC,250005834,LAMA1,netbox
UCEC,250005834,LAMA2,netbox
UCEC,250005834,LAMA3,netbox
UCEC,250005834,LCT,netbox
UCEC,250005834,LPA,netbox
UCEC,250005834,LRP1,netbox
UCEC,250005834,LRP1B,netbox
UCEC,250005834,LRP2,netbox
UCEC,250005834,LRRC7,netbox
UCEC,250005834,LYST,netbox
UCEC,250005834,MACF1,netbox
UCEC,250005834,MAGEC1,netbox
UCEC,250005834,MAP1B,netbox
UCEC,250005834,MAP3K1,netbox
UCEC,250005834,MCF2,netbox
UCEC,250005834,MED12,netbox
UCEC,250005834,MED13,netbox
UCEC,250005834,MEGF8,netbox
UCEC,250005834,MGAM,netbox
UCEC,250005834,MKI67,netbox
UCEC,250005834,MSH6,netbox
UCEC,250005834,MYCBP2,netbox
UCEC,250005834,MYH1,netbox
UCEC,250005834,MYH10,netbox
UCEC,250005834,MYH14,netbox
UCEC,250005834,MYH2,netbox
UCEC,250005834,MYH4,netbox
UCEC,250005834,MYH7,netbox
UCEC,250005834,MYO10,netbox
UCEC,250005834,MYO15A,netbox
UCEC,250005834,MYO16,netbox
UCEC,250005834,MYO18B,netbox
UCEC,250005834,MYO3A,netbox
UCEC,250005834,MYO7A,netbox
UCEC,250005834,MYO9A,netbox
UCEC,250005834,MYOM1,netbox
UCEC,250005834,NAV1,netbox
UCEC,250005834,NAV2,netbox
UCEC,250005834,NBEA,netbox
UCEC,250005834,NCOR1,netbox
UCEC,250005834,NEB,netbox
UCEC,250005834,NF1,netbox
UCEC,250005834,NFASC,netbox
UCEC,250005834,NID2,netbox
UCEC,250005834,NIPBL,netbox
UCEC,250005834,NOTCH3,netbox
UCEC,250005834,NRAP,netbox
UCEC,250005834,NRK,netbox
UCEC,250005834,NRXN1,netbox
UCEC,250005834,NSD1,netbox
UCEC,250005834,NUP205,netbox
UCEC,250005834,OBSCN,netbox
UCEC,250005834,PAPPA2,netbox
UCEC,250005834,PCLO,netbox
UCEC,250005834,PCNT,netbox
UCEC,250005834,PDE4DIP,netbox
UCEC,250005834,PDZD2,netbox
UCEC,250005834,PEG3,netbox
UCEC,250005834,PHKA2,netbox
UCEC,250005834,PI4KA,netbox
UCEC,250005834,PIK3CA,netbox
UCEC,250005834,PIK3R1,netbox
UCEC,250005834,PKD1,netbox
UCEC,250005834,PKHD1,netbox
UCEC,250005834,PLXNA1,netbox
UCEC,250005834,PLXNA2,netbox
UCEC,250005834,POLA1,netbox
UCEC,250005834,POLE,netbox
UCEC,250005834,PPFIA2,netbox
UCEC,250005834,PPP1R3A,netbox
UCEC,250005834,PPP2R1A,netbox
UCEC,250005834,PRKDC,netbox
UCEC,250005834,PRUNE2,netbox
UCEC,250005834,PTCH1,netbox
UCEC,250005834,PTEN,netbox
UCEC,250005834,PTPN13,netbox
UCEC,250005834,PTPRB,netbox
UCEC,250005834,PTPRD,netbox
UCEC,250005834,PTPRT,netbox
UCEC,250005834,PTPRZ1,netbox
UCEC,250005834,RANBP2,netbox
UCEC,250005834,RASA1,netbox
UCEC,250005834,RB1,netbox
UCEC,250005834,RB1CC1,netbox
UCEC,250005834,RBBP6,netbox
UCEC,250005834,RELN,netbox
UCEC,250005834,REV3L,netbox
UCEC,250005834,RIF1,netbox
UCEC,250005834,RIMS1,netbox
UCEC,250005834,RIMS2,netbox
UCEC,250005834,ROBO1,netbox
UCEC,250005834,ROS1,netbox
UCEC,250005834,RP1,netbox
UCEC,250005834,SACS,netbox
UCEC,250005834,SCN10A,netbox
UCEC,250005834,SCN2A,netbox
UCEC,250005834,SCN3A,netbox
UCEC,250005834,SCN5A,netbox
UCEC,250005834,SETD2,netbox
UCEC,250005834,SHROOM2,netbox
UCEC,250005834,SI,netbox
UCEC,250005834,SIPA1L1,netbox
UCEC,250005834,SORCS1,netbox
UCEC,250005834,SORL1,netbox
UCEC,250005834,SOS1,netbox
UCEC,250005834,SPEN,netbox
UCEC,250005834,SPTAN1,netbox
UCEC,250005834,SPTBN1,netbox
UCEC,250005834,SPTBN2,netbox
UCEC,250005834,SRRM2,netbox
UCEC,250005834,SSPO,netbox
UCEC,250005834,SVEP1,netbox
UCEC,250005834,SVIL,netbox
UCEC,250005834,SYNE1,netbox
UCEC,250005834,SYNE2,netbox
UCEC,250005834,TAF1,netbox
UCEC,250005834,TAF1L,netbox
UCEC,250005834,TG,netbox
UCEC,250005834,TIAM1,netbox
UCEC,250005834,TLN1,netbox
UCEC,250005834,TNIK,netbox
UCEC,250005834,TNXB,netbox
UCEC,250005834,TP53,netbox
UCEC,250005834,TPR,netbox
UCEC,250005834,TRIO,netbox
UCEC,250005834,TRIP12,netbox
UCEC,250005834,TRPM6,netbox
UCEC,250005834,TRRAP,netbox
UCEC,250005834,TTC3,netbox
UCEC,250005834,USH2A,netbox
UCEC,250005834,USP9X,netbox
UCEC,250005834,UTP20,netbox
UCEC,250005834,UTRN,netbox
UCEC,250005834,VCAN,netbox
UCEC,250005834,VPS13D,netbox
UCEC,250005834,VWF,netbox
UCEC,250005834,XRN1,netbox
UCEC,250005834,YLPM1,netbox
UCEC,250005834,ZEB2,netbox
UCEC,250005834,ZZEF1,netbox
UCS,250005867,ADCY2,netbox
UCS,250005867,AHNAK,netbox
UCS,250005867,ALCAM,netbox
UCS,250005867,ANK3,netbox
UCS,250005867,ARAP3,netbox
UCS,250005867,ARFGEF1,netbox
UCS,250005867,ARID1A,netbox
UCS,250005867,ASPM,netbox
UCS,250005867,BRCA2,netbox
UCS,250005867,BRWD1,netbox
UCS,250005867,CACNA1A,netbox
UCS,250005867,CACNA1E,netbox
UCS,250005867,CACNA1H,netbox
UCS,250005867,CHD4,netbox
UCS,250005867,COL11A1,netbox
UCS,250005867,COPB1,netbox
UCS,250005867,CREBBP,netbox
UCS,250005867,CTBP2,netbox
UCS,250005867,CTCF,netbox
UCS,250005867,CUBN,netbox
UCS,250005867,DAAM1,netbox
UCS,250005867,DCC,netbox
UCS,250005867,DMD,netbox
UCS,250005867,DSCAM,netbox
UCS,250005867,DSP,netbox
UCS,250005867,DST,netbox
UCS,250005867,DYNC1H1,netbox
UCS,250005867,EPB41L2,netbox
UCS,250005867,EPHA5,netbox
UCS,250005867,ERBB3,netbox
UCS,250005867,F8,netbox
UCS,250005867,FANCM,netbox
UCS,250005867,FASTKD5,netbox
UCS,250005867,FBXW7,netbox
UCS,250005867,FGD6,netbox
UCS,250005867,FLG,netbox
UCS,250005867,FLNA,netbox
UCS,250005867,FOXA2,netbox
UCS,250005867,GPR37,netbox
UCS,250005867,GPRASP1,netbox
UCS,250005867,GRIA3,netbox
UCS,250005867,GRM4,netbox
UCS,250005867,GRM7,netbox
UCS,250005867,HCFC1,netbox
UCS,250005867,HCFC2,netbox
UCS,250005867,HCRTR2,netbox
UCS,250005867,HERC2,netbox
UCS,250005867,HIP1,netbox
UCS,250005867,HUWE1,netbox
UCS,250005867,IGF2R,netbox
UCS,250005867,ILF3,netbox
UCS,250005867,ITGA1,netbox
UCS,250005867,ITSN2,netbox
UCS,250005867,KCNA3,netbox
UCS,250005867,KIAA1217,netbox
UCS,250005867,KLKB1,netbox
UCS,250005867,KRAS,netbox
UCS,250005867,LRP1,netbox
UCS,250005867,LRP1B,netbox
UCS,250005867,LRP2,netbox
UCS,250005867,LRRC7,netbox
UCS,250005867,LYST,netbox
UCS,250005867,MAD1L1,netbox
UCS,250005867,MAP2,netbox
UCS,250005867,MAP3K4,netbox
UCS,250005867,MED12,netbox
UCS,250005867,MGAM,netbox
UCS,250005867,MSH6,netbox
UCS,250005867,MTBP,netbox
UCS,250005867,MYBPC2,netbox
UCS,250005867,MYC,netbox
UCS,250005867,MYH2,netbox
UCS,250005867,NET1,netbox
UCS,250005867,NF1,netbox
UCS,250005867,NIPBL,netbox
UCS,250005867,NR3C2,netbox
UCS,250005867,NRAP,netbox
UCS,250005867,NRXN1,netbox
UCS,250005867,NRXN2,netbox
UCS,250005867,NSD1,netbox
UCS,250005867,PCLO,netbox
UCS,250005867,PDGFRB,netbox
UCS,250005867,PIK3C3,netbox
UCS,250005867,PIK3CA,netbox
UCS,250005867,PIK3R1,netbox
UCS,250005867,PLXNB2,netbox
UCS,250005867,PPP1R3A,netbox
UCS,250005867,PPP2R1A,netbox
UCS,250005867,PRPF8,netbox
UCS,250005867,PTEN,netbox
UCS,250005867,PTPRM,netbox
UCS,250005867,PTPRT,netbox
UCS,250005867,RB1,netbox
UCS,250005867,REV3L,netbox
UCS,250005867,RIF1,netbox
UCS,250005867,RIMS2,netbox
UCS,250005867,ROBO2,netbox
UCS,250005867,ROCK2,netbox
UCS,250005867,SACS,netbox
UCS,250005867,SCN3A,netbox
UCS,250005867,SETDB1,netbox
UCS,250005867,SI,netbox
UCS,250005867,SPOP,netbox
UCS,250005867,SRRM2,netbox
UCS,250005867,SSPO,netbox
UCS,250005867,SYNE1,netbox
UCS,250005867,TP53,netbox
UCS,250005867,TRHDE,netbox
UCS,250005867,TRHR,netbox
UCS,250005867,TRPM2,netbox
UCS,250005867,UACA,netbox
UCS,250005867,USH2A,netbox
UCS,250005867,YARS,netbox
UCS,250005867,ZBTB7B,netbox
UCS,250005867,ZFPM2,netbox
UVM,250005868,BAP1,netbox
UVM,250005868,COL14A1,netbox
UVM,250005868,CYSLTR2,netbox
UVM,250005868,EIF1AX,netbox
UVM,250005868,GNA11,netbox
UVM,250005868,GNAQ,netbox
UVM,250005868,MACF1,netbox
UVM,250005868,PLCB2,netbox
UVM,250005868,SF3B1,netbox
ACC,250005857,TMEM247,oncodriveclust
ACC,250005857,CTNNB1,oncodriveclust
BLCA,250005815,RARS2,oncodriveclust
BLCA,250005815,KRAS,oncodriveclust
BLCA,250005815,TFPI2,oncodriveclust
BLCA,250005815,FGFR3,oncodriveclust
BLCA,250005815,FOXL2,oncodriveclust
BLCA,250005815,UBA52,oncodriveclust
BLCA,250005815,ABHD13,oncodriveclust
BLCA,250005815,EFNB2,oncodriveclust
BLCA,250005815,HRAS,oncodriveclust
BLCA,250005815,FAM124A,oncodriveclust
BLCA,250005815,HIST2H2BE,oncodriveclust
BLCA,250005815,MB21D2,oncodriveclust
BLCA,250005815,VGF,oncodriveclust
BLCA,250005815,TAS2R9,oncodriveclust
BLCA,250005815,CYP27A1,oncodriveclust
BLCA,250005815,MOAP1,oncodriveclust
BLCA,250005815,ZNF514,oncodriveclust
BLCA,250005815,KDM6B,oncodriveclust
BLCA,250005815,KCNK2,oncodriveclust
BLCA,250005815,ERCC2,oncodriveclust
BLCA,250005815,ERBB2,oncodriveclust
BLCA,250005815,RXRA,oncodriveclust
BLCA,250005815,RHOB,oncodriveclust
BLCA,250005815,PPCS,oncodriveclust
BLCA,250005815,C12orf43,oncodriveclust
BLCA,250005815,PIK3CA,oncodriveclust
BLCA,250005815,GNA13,oncodriveclust
BLCA,250005815,RALGPS1,oncodriveclust
BLCA,250005815,AZIN2,oncodriveclust
BLCA,250005815,HCN3,oncodriveclust
BLCA,250005815,HIST1H4K,oncodriveclust
BLCA,250005815,DUSP14,oncodriveclust
BLCA,250005815,HIST1H2AJ,oncodriveclust
BLCA,250005815,UNC93B1,oncodriveclust
BLCA,250005815,CDKN1A,oncodriveclust
BLCA,250005815,ZBTB7B,oncodriveclust
BLCA,250005815,C3orf70,oncodriveclust
BLCA,250005815,MIF4GD,oncodriveclust
BLCA,250005815,RAD51C,oncodriveclust
BLCA,250005815,ZNF276,oncodriveclust
BLCA,250005815,RHOA,oncodriveclust
BLCA,250005815,POTEB3,oncodriveclust
BLCA,250005815,MIPOL1,oncodriveclust
BLCA,250005815,ALDH1A2,oncodriveclust
BLCA,250005815,C12orf50,oncodriveclust
BLCA,250005815,KIF26A,oncodriveclust
BLCA,250005815,AHR,oncodriveclust
BLCA,250005815,FBXW7,oncodriveclust
BLCA,250005815,EXD1,oncodriveclust
BLCA,250005815,SCNM1,oncodriveclust
BLCA,250005815,NUP93,oncodriveclust
BLCA,250005815,PHLDA3,oncodriveclust
BLCA,250005815,PTPRE,oncodriveclust
BLCA,250005815,C18orf8,oncodriveclust
BLCA,250005815,EIF3I,oncodriveclust
BLCA,250005815,MCM9,oncodriveclust
BLCA,250005815,MICALL1,oncodriveclust
BLCA,250005815,CYR61,oncodriveclust
BLCA,250005815,UGP2,oncodriveclust
BLCA,250005815,DOK1,oncodriveclust
BLCA,250005815,ETV4,oncodriveclust
BLCA,250005815,ERBB3,oncodriveclust
BLCA,250005815,CNOT3,oncodriveclust
BLCA,250005815,NFE2L2,oncodriveclust
BLCA,250005815,SF1,oncodriveclust
BLCA,250005815,TP53,oncodriveclust
BLCA,250005815,GNG4,oncodriveclust
BLCA,250005815,KLF5,oncodriveclust
BLCA,250005815,HAUS5,oncodriveclust
BLCA,250005815,EXD3,oncodriveclust
BLCA,250005815,GLTP,oncodriveclust
BLCA,250005815,PSMA6,oncodriveclust
BLCA,250005815,OR8K1,oncodriveclust
BLCA,250005815,C6orf222,oncodriveclust
BLCA,250005815,ALX1,oncodriveclust
BLCA,250005815,TTYH1,oncodriveclust
BLCA,250005815,WDR90,oncodriveclust
BLCA,250005815,ZNF773,oncodriveclust
BLCA,250005815,LMO4,oncodriveclust
BLCA,250005815,FAM198B,oncodriveclust
BLCA,250005815,CSPG5,oncodriveclust
BLCA,250005815,FZD7,oncodriveclust
BLCA,250005815,DAZAP1,oncodriveclust
BLCA,250005815,NAALADL1,oncodriveclust
BLCA,250005815,VPS33A,oncodriveclust
BLCA,250005815,KCNF1,oncodriveclust
BLCA,250005815,LRTM2,oncodriveclust
BLCA,250005815,TCEA2,oncodriveclust
BLCA,250005815,STAM,oncodriveclust
BLCA,250005815,BAP1,oncodriveclust
BLCA,250005815,HIST1H3B,oncodriveclust
BLCA,250005815,SPN,oncodriveclust
BLCA,250005815,PBX2,oncodriveclust
BLCA,250005815,FAM71F1,oncodriveclust
BLCA,250005815,TIMM44,oncodriveclust
BLCA,250005815,GSDMD,oncodriveclust
BLCA,250005815,ZSCAN1,oncodriveclust
BLCA,250005815,PUF60,oncodriveclust
BLCA,250005815,CCDC155,oncodriveclust
BLCA,250005815,RTL10,oncodriveclust
BLCA,250005815,TAGAP,oncodriveclust
BLCA,250005815,PDCL,oncodriveclust
BLCA,250005815,SPDYE3,oncodriveclust
BLCA,250005815,MISP,oncodriveclust
BLCA,250005815,SHH,oncodriveclust
BLCA,250005815,STBD1,oncodriveclust
BLCA,250005815,DLL3,oncodriveclust
BLCA,250005815,AP1B1,oncodriveclust
BLCA,250005815,WFIKKN2,oncodriveclust
BLCA,250005815,KRT36,oncodriveclust
BLCA,250005815,PLK3,oncodriveclust
BLCA,250005815,OR2T3,oncodriveclust
BLCA,250005815,DOC2A,oncodriveclust
BLCA,250005815,KRT17,oncodriveclust
BLCA,250005815,KRT15,oncodriveclust
BLCA,250005815,ZFP69B,oncodriveclust
BLCA,250005815,NAGPA,oncodriveclust
BLCA,250005815,TNFRSF1A,oncodriveclust
BLCA,250005815,MARK2,oncodriveclust
BLCA,250005815,ZNF324,oncodriveclust
BLCA,250005815,KCNIP1,oncodriveclust
BLCA,250005815,CYTH4,oncodriveclust
BLCA,250005815,TMEM74,oncodriveclust
BLCA,250005815,TARSL2,oncodriveclust
BLCA,250005815,HSP90AB1,oncodriveclust
BLCA,250005815,TAB1,oncodriveclust
BLCA,250005815,CEP170B,oncodriveclust
BLCA,250005815,GSG1,oncodriveclust
BLCA,250005815,SREK1,oncodriveclust
BLCA,250005815,ZNF496,oncodriveclust
BLCA,250005815,HAND1,oncodriveclust
BLCA,250005815,SKP1,oncodriveclust
BLCA,250005815,CDK6,oncodriveclust
BLCA,250005815,HSPD1,oncodriveclust
BLCA,250005815,HIST1H3I,oncodriveclust
BLCA,250005815,TRPV3,oncodriveclust
BLCA,250005815,HIST1H2BH,oncodriveclust
BLCA,250005815,ANKRD34A,oncodriveclust
BLCA,250005815,ANKRD34B,oncodriveclust
BLCA,250005815,SP8,oncodriveclust
BLCA,250005815,SPRTN,oncodriveclust
BLCA,250005815,FUT5,oncodriveclust
BLCA,250005815,FAM35A,oncodriveclust
BLCA,250005815,NOP58,oncodriveclust
BLCA,250005815,FCRL6,oncodriveclust
BLCA,250005815,ESR1,oncodriveclust
BLCA,250005815,TDP1,oncodriveclust
BLCA,250005815,FANCD2OS,oncodriveclust
BLCA,250005815,ATAD3B,oncodriveclust
BLCA,250005815,BBOX1,oncodriveclust
BLCA,250005815,DLAT,oncodriveclust
BLCA,250005815,ADH1A,oncodriveclust
BLCA,250005815,CSN3,oncodriveclust
BLCA,250005815,SERBP1,oncodriveclust
BLCA,250005815,COIL,oncodriveclust
BLCA,250005815,OGG1,oncodriveclust
BLCA,250005815,CD3EAP,oncodriveclust
BLCA,250005815,INTS5,oncodriveclust
BLCA,250005815,RNF141,oncodriveclust
BLCA,250005815,MS4A3,oncodriveclust
BLCA,250005815,SLC19A1,oncodriveclust
BLCA,250005815,CCDC65,oncodriveclust
BLCA,250005815,SERPINA5,oncodriveclust
BLCA,250005815,FOXRED2,oncodriveclust
BLCA,250005815,FOXD4L5,oncodriveclust
BLCA,250005815,MUC15,oncodriveclust
BLCA,250005815,TINAG,oncodriveclust
BLCA,250005815,SPESP1,oncodriveclust
BLCA,250005815,CASP4,oncodriveclust
BLCA,250005815,CCND1,oncodriveclust
BLCA,250005815,ZDHHC5,oncodriveclust
BLCA,250005815,TMEM8B,oncodriveclust
BLCA,250005815,ATXN7L3,oncodriveclust
BLCA,250005815,MFSD7,oncodriveclust
BLCA,250005815,GLUD1,oncodriveclust
BLCA,250005815,RAB38,oncodriveclust
BLCA,250005815,SHROOM1,oncodriveclust
BLCA,250005815,NXPH2,oncodriveclust
BLCA,250005815,ISLR2,oncodriveclust
BLCA,250005815,PRDX6,oncodriveclust
BLCA,250005815,IL1F10,oncodriveclust
BLCA,250005815,PRDX1,oncodriveclust
BLCA,250005815,CD207,oncodriveclust
BLCA,250005815,HIST1H2AD,oncodriveclust
BLCA,250005815,DHRSX,oncodriveclust
BLCA,250005815,CEACAM6,oncodriveclust
BLCA,250005815,PLEKHO2,oncodriveclust
BLCA,250005815,KNG1,oncodriveclust
BLCA,250005815,ADK,oncodriveclust
BLCA,250005815,DUSP1,oncodriveclust
BLCA,250005815,TMEM26,oncodriveclust
BLCA,250005815,TP73,oncodriveclust
BLCA,250005815,WDR83,oncodriveclust
BLCA,250005815,CRYBB1,oncodriveclust
BLCA,250005815,MGAT4A,oncodriveclust
BLCA,250005815,FOXQ1,oncodriveclust
BLCA,250005815,ZBTB3,oncodriveclust
BLCA,250005815,SLC6A2,oncodriveclust
BLCA,250005815,SPOP,oncodriveclust
BLCA,250005815,ESS2,oncodriveclust
BLCA,250005815,HSD17B13,oncodriveclust
BLCA,250005815,HARBI1,oncodriveclust
BLCA,250005815,ITIH5,oncodriveclust
BLCA,250005815,CRTC3,oncodriveclust
BLCA,250005815,ABCD1,oncodriveclust
BLCA,250005815,TWSG1,oncodriveclust
BLCA,250005815,SELE,oncodriveclust
BLCA,250005815,CSTF2,oncodriveclust
BLCA,250005815,XPO4,oncodriveclust
BLCA,250005815,OTX1,oncodriveclust
BLCA,250005815,SCARF2,oncodriveclust
BLCA,250005815,FOXN2,oncodriveclust
BLCA,250005815,ILF3,oncodriveclust
BLCA,250005815,SF3A3,oncodriveclust
BLCA,250005815,TADA2A,oncodriveclust
BLCA,250005815,EEF1A1,oncodriveclust
BLCA,250005815,TMCO4,oncodriveclust
BLCA,250005815,ALG10,oncodriveclust
BLCA,250005815,SLC27A5,oncodriveclust
BLCA,250005815,CD2BP2,oncodriveclust
BLCA,250005815,AGAP4,oncodriveclust
BLCA,250005815,FURIN,oncodriveclust
BLCA,250005815,NRAS,oncodriveclust
BLCA,250005815,FOXD4L3,oncodriveclust
BLCA,250005815,ZEB2,oncodriveclust
BLCA,250005815,OR5A1,oncodriveclust
BLCA,250005815,DNAAF2,oncodriveclust
BLCA,250005815,PIGS,oncodriveclust
BLCA,250005815,PLVAP,oncodriveclust
BLCA,250005815,CDK13,oncodriveclust
BLCA,250005815,MCF2L2,oncodriveclust
BLCA,250005815,PDZRN4,oncodriveclust
BLCA,250005815,ZNF569,oncodriveclust
BLCA,250005815,ZNF492,oncodriveclust
BLCA,250005815,OR2M3,oncodriveclust
BLCA,250005815,RREB1,oncodriveclust
BLCA,250005815,DIAPH2,oncodriveclust
BLCA,250005815,MYO1F,oncodriveclust
BLCA,250005815,SF3B1,oncodriveclust
BLCA,250005815,UBAP2L,oncodriveclust
BLCA,250005815,RERE,oncodriveclust
BLCA,250005815,GDF11,oncodriveclust
BLCA,250005815,ATP6V1B1,oncodriveclust
BLCA,250005815,SAMD4B,oncodriveclust
BLCA,250005815,ACTB,oncodriveclust
BLCA,250005815,SCEL,oncodriveclust
BLCA,250005815,SHANK1,oncodriveclust
BLCA,250005815,GRIN1,oncodriveclust
BLCA,250005815,LRGUK,oncodriveclust
BLCA,250005815,C4orf19,oncodriveclust
BLCA,250005815,GJA9,oncodriveclust
BLCA,250005815,VILL,oncodriveclust
BLCA,250005815,INAVA,oncodriveclust
BLCA,250005815,RMND1,oncodriveclust
BLCA,250005815,ACOT12,oncodriveclust
BLCA,250005815,CES3,oncodriveclust
BLCA,250005815,KRT5,oncodriveclust
BLCA,250005815,VPS41,oncodriveclust
BLCA,250005815,PPP1R15A,oncodriveclust
BLCA,250005815,RUNX1T1,oncodriveclust
BLCA,250005815,PLCXD3,oncodriveclust
BLCA,250005815,TTBK1,oncodriveclust
BLCA,250005815,LIPH,oncodriveclust
BLCA,250005815,ZNF341,oncodriveclust
BLCA,250005815,ZNF438,oncodriveclust
BLCA,250005815,ACTL8,oncodriveclust
BLCA,250005815,CCDC30,oncodriveclust
BLCA,250005815,ZNHIT2,oncodriveclust
BLCA,250005815,MAGED2,oncodriveclust
BLCA,250005815,HIST1H2BI,oncodriveclust
BLCA,250005815,CYP3A43,oncodriveclust
BLCA,250005815,SNX29,oncodriveclust
BLCA,250005815,UMODL1,oncodriveclust
BLCA,250005815,RASEF,oncodriveclust
BLCA,250005815,RAB11FIP4,oncodriveclust
BLCA,250005815,ELK4,oncodriveclust
BLCA,250005815,OR4B1,oncodriveclust
BLCA,250005815,DPH2,oncodriveclust
BLCA,250005815,KAT8,oncodriveclust
BLCA,250005815,RGS9,oncodriveclust
BLCA,250005815,KANK2,oncodriveclust
BLCA,250005815,PA2G4,oncodriveclust
BLCA,250005815,PSG4,oncodriveclust
BLCA,250005815,F11R,oncodriveclust
BLCA,250005815,FAM47A,oncodriveclust
BLCA,250005815,HIST1H1E,oncodriveclust
BLCA,250005815,TAB3,oncodriveclust
BLCA,250005815,SLC27A1,oncodriveclust
BLCA,250005815,ACPP,oncodriveclust
BLCA,250005815,AK7,oncodriveclust
BLCA,250005815,IL17RC,oncodriveclust
BLCA,250005815,HAS3,oncodriveclust
BLCA,250005815,PPIL4,oncodriveclust
BLCA,250005815,ALDH16A1,oncodriveclust
BLCA,250005815,UBXN6,oncodriveclust
BLCA,250005815,FBLN2,oncodriveclust
BLCA,250005815,YWHAZ,oncodriveclust
BLCA,250005815,IRF2BP1,oncodriveclust
BLCA,250005815,USP32,oncodriveclust
BLCA,250005815,SLC9A5,oncodriveclust
BLCA,250005815,CCDC28A,oncodriveclust
BLCA,250005815,BICRA,oncodriveclust
BLCA,250005815,CCT7,oncodriveclust
BLCA,250005815,ZNF730,oncodriveclust
BLCA,250005815,CEL,oncodriveclust
BLCA,250005815,ASL,oncodriveclust
BLCA,250005815,OR5AC2,oncodriveclust
BLCA,250005815,RHOT1,oncodriveclust
BLCA,250005815,ZNF713,oncodriveclust
BLCA,250005815,CFAP221,oncodriveclust
BLCA,250005815,IGDCC4,oncodriveclust
BLCA,250005815,SPRED1,oncodriveclust
BLCA,250005815,FETUB,oncodriveclust
BLCA,250005815,ST3GAL6,oncodriveclust
BLCA,250005815,FAM71B,oncodriveclust
BLCA,250005815,ABHD15,oncodriveclust
BLCA,250005815,EMILIN1,oncodriveclust
BLCA,250005815,ZNF317,oncodriveclust
BLCA,250005815,ZCCHC14,oncodriveclust
BLCA,250005815,DSE,oncodriveclust
BLCA,250005815,FADD,oncodriveclust
BLCA,250005815,KRT6A,oncodriveclust
BLCA,250005815,ANXA6,oncodriveclust
BLCA,250005815,KCNN3,oncodriveclust
BLCA,250005815,P4HA1,oncodriveclust
BLCA,250005815,NTNG1,oncodriveclust
BLCA,250005815,MRPL58,oncodriveclust
BLCA,250005815,ANGPTL4,oncodriveclust
BLCA,250005815,CDAN1,oncodriveclust
BLCA,250005815,AIMP2,oncodriveclust
BLCA,250005815,TAF1B,oncodriveclust
BLCA,250005815,ZNF394,oncodriveclust
BLCA,250005815,DIRC2,oncodriveclust
